Radius [m], PBLH [m]
115500.0,866.9947456746892,
117000.0,872.5414110296621,
118500.0,874.5599455416657,
120000.0,884.5394696546489,
121500.0,888.5626388281165,
123000.0,889.250841005209,
124500.0,896.7130410384152,
126000.0,902.1803560245893,
127500.0,912.0446205112016,
129000.0,914.6261406323066,
130500.0,913.303362724209,
132000.0,912.4158330398739,
133500.0,910.5981553843849,
135000.0,911.4317420337153,
136500.0,899.9512642405705,
138000.0,894.9300265068171,
139500.0,893.7203887035929,
141000.0,898.1847509692565,
142500.0,903.6598781700407,
144000.0,896.9169288404184,
145500.0,902.0125174778685,
147000.0,905.9938599043386,
148500.0,921.0815731432887,
150000.0,929.0773446687593,
151500.0,920.449646592133,
153000.0,913.1723354118054,
154500.0,917.9461105213253,
156000.0,929.8154484368818,
157500.0,932.0380786298929,
159000.0,932.0157890524629,
160500.0,931.214213790324,
162000.0,934.0017664701887,
163500.0,938.8878867093705,
165000.0,937.7736249255445,
166500.0,941.2715571959245,
168000.0,950.8597722151046,
169500.0,952.5839927656846,
171000.0,943.970036382878,
172500.0,941.9763346792607,
174000.0,938.1365488729228,
175500.0,936.6153139226715,
177000.0,943.1413655031205,
178500.0,946.9689140119459,
180000.0,943.931602455649,
181500.0,945.5857766739095,
183000.0,945.9111641238683,
184500.0,943.5751357857728,
186000.0,945.2747242460567,
187500.0,928.7141766975133,
189000.0,927.8750890463454,
190500.0,934.6545692883941,
192000.0,926.9577935296999,
193500.0,929.3733907611163,
195000.0,935.7503986070634,
196500.0,937.90078271929,
198000.0,931.3260611581841,
199500.0,931.7803568713846,
201000.0,932.2267977272033,
202500.0,937.8262848017062,
204000.0,941.0905420741504,
205500.0,942.4580842550683,
207000.0,943.3846103537096,
208500.0,939.9666215305148,
210000.0,936.4011967390989,
211500.0,931.5540634610776,
213000.0,932.0451221898885,
214500.0,935.7092862624472,
216000.0,933.9511665688394,
217500.0,929.111723081785,
219000.0,921.36570142981,
220500.0,918.482845874169,
222000.0,911.5763796133828,
223500.0,904.6643409241514,
225000.0,898.2390569254131,
226500.0,893.492077980917,
228000.0,886.4637191491817,
229500.0,879.7311045329843,
231000.0,873.4595547922689,
232500.0,864.8594079869831,
234000.0,858.9031293322837,
235500.0,855.4720003404951,
237000.0,853.6181215343557,
238500.0,850.2566664509558,
240000.0,846.4711702465017,
241500.0,842.530725434442,
243000.0,838.9690945753267,
244500.0,834.0339747732921,
246000.0,828.7961879837584,
247500.0,823.719900098727,
249000.0,818.2031725861161,
250500.0,813.2299107648834,
252000.0,807.9976106508025,
253500.0,802.369012652244,
255000.0,796.6814566998025,
256500.0,791.6736424253503,
258000.0,788.0859878481081,
259500.0,785.8935551569946,
261000.0,784.8167506298357,
262500.0,783.4960020257408,
264000.0,781.1086984858507,
265500.0,779.1235477620509,
267000.0,778.123768280797,
268500.0,777.6504686411905,
270000.0,777.784906636564,
271500.0,778.167745740648,
273000.0,778.5517081194739,
274500.0,779.3045788593353,
276000.0,779.6768680511517,
277500.0,779.4724840517614,
279000.0,780.1133107083696,
280500.0,781.2929741901708,
282000.0,782.6127424558839,
283500.0,784.3564639578922,
285000.0,786.0198865616912,
286500.0,788.7457897391859,
288000.0,790.9310612114346,
289500.0,791.8623524167248,
291000.0,792.918747307586,
292500.0,794.2165038524588,
294000.0,795.6784871856454,
295500.0,798.3112673316889,
297000.0,800.9267112028683,
298500.0,803.6954362087158,
300000.0,805.8168625950861,
301500.0,807.5789413253217,
303000.0,809.8486672304967,
304500.0,813.5286691975745,
306000.0,818.045719216863,
307500.0,823.3828283652042,
309000.0,825.7094095613169,
310500.0,828.0015741282504,
312000.0,830.2515625876963,
313500.0,833.5950045524077,
315000.0,834.5047262511731,
316500.0,836.9095324053183,
318000.0,839.3068672352548,
319500.0,842.6384793904624,
321000.0,849.3901500232289,
322500.0,853.2690146409868,
324000.0,855.2680069438247,
325500.0,857.7037319731738,
327000.0,857.8145481373175,
328500.0,862.5755398229761,
330000.0,866.6266168059965,
331500.0,871.112458091959,
333000.0,874.6309846661306,
334500.0,875.530152006992,
