Radius [m], PBLH [m]
318000.0,852.0184961883128,
319500.0,854.041232896384,
321000.0,858.1387225327018,
322500.0,855.4106601335322,
324000.0,854.121793935463,
325500.0,855.8957491972911,
327000.0,861.8128923036753,
328500.0,862.3049900975211,
330000.0,860.2557809307285,
331500.0,860.9795441954572,
